movieId,count,score
27444,12,3.04
27445,43,2.57
27447,19,3.13
27449,3,3.00
27450,117,2.84
27451,20,3.20
27454,7,2.93
27455,21,3.00
27456,107,3.58
27457,5,2.90
27458,17,2.88
27459,4,2.75
27461,70,2.73
27467,3,1.17
27468,14,2.71
27469,26,3.63
27472,8,3.56
27473,165,2.02
27474,11,2.73
27475,3,3.17
27477,1,1.00
27478,682,3.01
27479,3,2.17
27480,26,3.10
27482,862,2.96
27484,4,3.00
27485,22,3.32
27486,2,2.25
27488,18,2.64
27491,232,3.27
27496,9,2.50
27497,34,3.34
27506,27,3.41
27509,76,3.11
27511,1,2.50
27513,64,3.48
27515,61,3.62
27518,97,3.94
27523,456,3.80
27524,56,2.59
27525,6,2.50
27526,6,2.67
27528,52,3.27
27530,18,3.08
27537,105,3.21
27539,30,3.33
27544,44,3.32
27548,29,2.28
27549,21,2.71
27550,50,3.52
27555,142,3.49
27563,285,3.45
27564,69,2.83
27571,44,3.56
27573,15,3.47
27576,9,3.44
27584,244,3.22
27587,36,2.75
27592,1376,3.81
27595,20,2.17
27598,10,3.25
27602,15,1.53
27603,26,3.42
27604,368,3.37
27606,4,2.75
27608,362,3.15
27611,4529,3.97
27616,28,2.14
27618,303,2.38
27619,337,3.23
27620,57,3.45
27624,13,3.62
27626,5,3.00
27627,61,3.57
27631,22,3.09
27636,109,3.49
27639,25,3.34
27640,14,3.25
27641,74,3.26
27642,20,1.93
27643,98,2.74
27644,47,3.23
27646,49,3.65
27647,104,3.75
27648,171,3.19
27656,9,2.89
27657,24,2.17
27658,19,2.82
27660,3996,3.65
27664,201,2.75
27667,82,3.41
27668,37,3.39
27671,85,3.55
27674,784,3.56
27675,19,2.76
27679,17,3.09
27683,55,2.74
27684,14,3.39
27685,299,2.16
27689,240,3.08
27692,17,3.18
27695,61,3.49
27699,37,3.54
27700,629,3.74
27702,34,2.85
27703,6,3.58
27704,184,2.39
27705,72,2.81
27706,5034,3.33
27708,38,3.01
27711,38,2.80
27713,47,3.29
27716,200,3.69
27717,64,3.22
27718,7,3.43
27719,36,1.62
27721,2285,3.80
27722,352,3.81
27724,83,3.39
27726,1,2.50
27727,855,3.94
27728,1625,3.77
27729,71,3.74
27731,1236,3.73
27734,35,3.10
27735,66,2.67
27736,39,3.42
27738,82,3.54
27740,25,3.32
27741,819,3.93
27742,23,2.85
27743,31,3.24
27744,95,3.49
27746,190,3.26
27751,173,3.16
27752,13,2.65
27754,65,3.42
27756,15,1.90
27758,50,3.50
27759,4,1.50
27760,36,3.75
27762,19,2.92
27764,31,3.47
27765,37,2.53
27768,139,3.63
27769,23,3.50
27771,10,2.80
27772,1006,3.36
27773,10783,4.07
27776,60,3.27
27777,2,1.25
27778,156,3.03
27779,19,2.63
27780,9,3.56
27781,22,2.86
27783,39,3.26
27784,177,3.05
27786,15,2.33
27787,22,3.52
27788,1800,3.56
27790,1117,3.59
27792,198,3.26
27793,431,1.99
27797,134,3.79
27798,66,3.16
27799,9,2.33
27800,383,3.73
27801,1719,3.60
27802,162,3.68
27803,1921,3.93
27805,32,3.34
27808,2944,3.22
27811,41,3.22
27812,100,3.54
27815,1615,3.95
27816,372,3.51
27818,1,3.00
27820,289,3.75
27821,2168,3.34
27822,972,2.79
27823,11,2.36
27824,19,3.32
27826,105,3.43
27827,51,3.25
27828,153,3.58
27829,6,4.00
27830,71,3.27
27831,3848,3.77
27833,125,2.94
27834,644,3.95
27835,14,3.57
27837,852,2.97
27838,800,3.58
27839,1431,2.61
27840,21,2.45
27841,35,3.50
27843,133,3.80
27846,1794,3.91
27847,37,3.30
27849,11,2.50
27850,450,3.59
27851,120,3.49
27856,35,2.73
27857,237,3.86
27858,2,3.00
27862,27,3.76
27864,80,2.73
27865,215,3.26
27866,175,3.76
27867,71,3.61
27869,500,3.79
27871,267,3.87
27873,880,3.47
27874,49,2.81
27875,56,3.37
27876,135,3.38
27878,800,3.87
27879,412,3.88
27881,14,2.82
27882,352,3.84
27883,3,2.50
27884,107,3.68
27887,62,2.40
27888,85,2.62
27889,7,2.50
27891,23,3.46
27899,671,2.84
27903,40,2.96
27904,4368,3.61
27905,294,3.07
27909,20,3.17
27911,20,3.52
27912,666,3.71
27914,1,5.00
27919,16,3.06
27922,120,3.52
30659,63,2.98
30695,20,2.98
30698,7,2.36
30701,107,3.59
30707,13901,3.84
30712,153,3.61
30721,54,3.44
30723,34,3.35
30742,30,3.37
30745,164,3.59
30747,72,3.40
30749,11576,4.00
30764,4,3.88
30767,24,3.31
30776,4,3.38
30781,6,3.17
30783,71,3.30
30791,98,2.63
30793,11606,3.23
30798,20,3.05
30800,19,3.63
30803,1336,3.96
30808,13,3.08
30810,7538,3.71
30812,8719,3.60
30816,2419,3.55
30818,299,3.15
30820,1062,3.62
30822,2030,3.40
30825,6611,3.06
30846,603,3.42
30848,482,3.59
30850,767,3.58
30854,24,3.88
30856,26,3.63
30861,8,3.12
30863,8,3.38
30867,137,3.69
30883,322,1.99
30890,14,3.32
30892,184,3.71
30894,943,2.70
30896,32,2.86
30898,736,3.37
30905,13,2.62
30942,17,2.91
30949,57,3.30
30952,60,3.27
30954,38,3.13
30958,5,2.80
30970,36,3.33
30977,26,2.15
30981,25,3.28
30991,72,3.67
30994,27,3.02
30996,64,3.36
31000,75,2.74
31004,12,2.92
31011,12,3.46
31026,133,2.80
31030,117,3.70
31032,73,2.94
31035,198,3.68
31038,48,2.95
31040,11,2.77
31042,57,3.40
31045,27,2.28
31047,29,2.64
31049,43,2.97
31053,18,2.31
31060,8,3.12
31079,92,2.49
31083,46,2.05
31086,62,3.56
31090,12,3.25
31101,184,3.44
31104,51,3.44
31107,46,3.15
31109,19,3.03
31112,16,3.19
31114,213,3.53
31116,442,3.83
31123,162,3.61
31133,83,3.03
31140,4,3.25
31148,81,3.70
31150,181,3.28
31152,16,3.38
31154,7,3.71
31156,97,3.21
31158,37,2.88
31160,50,3.19
31162,335,3.32
31165,15,2.90
31184,830,3.47
31188,42,3.42
31193,656,3.69
31195,26,3.31
31201,19,3.18
31203,7,3.14
31205,4,2.88
31221,1783,2.44
31223,256,2.79
31225,1453,3.64
31247,48,3.40
31251,166,3.13
31255,211,3.21
31258,4,3.38
31260,153,3.61
31263,80,3.33
31267,15,2.87
31270,281,3.37
31284,55,2.78
31290,30,2.12
31297,19,3.47
31309,201,3.88
31330,5,3.20
31337,21,3.57
31340,9,3.28
31342,3,2.83
31347,94,3.63
31349,63,3.30
31351,3,2.83
31353,12,3.42
31359,80,3.71
31362,48,2.82
31364,1124,3.98
31367,207,2.89
31374,112,3.79
31389,28,2.89
31408,127,3.68
31410,5764,4.00
31413,22,3.75
31420,1378,3.10
31422,452,2.35
31424,544,1.51
31427,1251,2.94
31429,85,3.27
31431,459,2.14
31433,907,3.25
31435,352,3.87
31437,535,3.95
31445,224,2.96
31447,32,2.55
31467,74,3.25
31469,6,2.33
31474,5,3.60
31485,207,3.61
31487,24,4.04
31490,46,3.28
31494,25,3.12
31498,5,3.40
31502,261,3.38
31522,230,3.92
31524,71,3.68
31528,182,3.68
31535,2,3.25
31539,85,3.39
31545,169,3.96
31547,123,3.76
31549,34,3.26
31553,174,2.03
31555,145,2.04
31577,7,3.43
31584,54,3.26
31588,67,3.61
31590,130,3.81
31594,44,3.36
31598,11,2.95
31600,13,3.27
31606,8,2.50
31610,23,2.72
31613,40,2.54
31617,165,3.41
31619,17,2.47
31628,47,3.74
31636,29,2.66
31638,3,4.00
31645,12,3.25
31647,35,3.00
31649,7,3.86
31655,6,2.75
31658,9442,4.07
31660,796,3.42
31664,44,3.19
31672,27,3.33
31680,13,2.96
31682,43,3.69
31685,7538,3.36
31687,200,2.99
31689,285,3.36
31692,8,3.12
31694,837,3.25
31696,7430,3.41
31698,629,1.25
31700,241,3.17
31702,188,3.67
31705,69,3.61
31724,150,2.16
31737,102,3.46
31742,10,3.05
31747,55,2.49
31750,10,2.65
31770,201,3.73
31785,175,3.52
31793,12,3.42
31804,1425,3.36
31807,157,3.33
31813,1,3.50
31826,10,3.35
31847,22,3.18
31851,45,3.56
31854,67,3.47
31856,9,3.67
31867,262,2.88
31869,25,3.10
31878,5036,3.76
31881,17,3.29
31889,59,3.40
31892,50,2.71
31894,45,3.12
31900,28,3.70
31903,165,3.82
31907,2,0.75
31909,78,2.19
31915,12,3.71
31921,81,3.40
31923,695,3.64
31925,6,2.50
31930,154,3.76
31932,27,3.26
31934,163,3.54
31948,48,3.78
31950,128,3.59
31952,519,3.79
31954,12,3.62
31956,159,3.31
31960,21,2.67
31963,57,3.49
31973,117,3.76
31975,17,3.06
31983,23,3.35
31991,42,3.74
31998,44,2.88
32002,18,2.67
32009,199,3.10
32011,377,2.48
32013,33,3.09
32015,7,2.21
32017,1217,2.73
32019,1195,2.78
32022,137,3.25
32025,228,3.74
32029,1586,3.30
32031,2869,3.20
32049,30,3.15
32056,14,3.21
32058,160,3.13
32060,40,3.29
32062,8,2.94
32074,26,2.92
32076,106,2.56
32078,127,2.91
32082,13,3.42
32084,54,2.76
32088,16,1.59
32090,9,3.11
32109,24,2.81
32116,202,2.47
32120,16,2.25
32122,9,2.56
32124,62,3.06
32126,8,2.88
32128,62,2.51
32139,182,3.32
32141,25,2.42
32149,49,2.69
32151,27,3.31
32153,80,2.75
32156,16,2.78
32158,9,2.78
32160,166,3.76
32162,48,3.32
32166,11,3.18
32168,10,3.25
32170,71,3.39
32172,18,3.42
32174,110,2.84
32179,340,3.92
32181,8,3.12
32196,137,3.56
32199,21,3.38
32203,88,3.75
32211,60,3.08
32213,843,3.10
32216,21,2.40
32225,15,3.60
32230,7,2.64
32234,133,3.62
32239,165,3.49
32243,10,3.20
32250,24,2.96
32261,109,3.40
32263,53,3.02
32277,5,3.60
32280,40,3.61
32285,27,3.48
32289,434,3.10
32291,709,3.28
32294,10,2.50
32296,1495,2.56
32298,676,3.04
32300,286,2.99
32302,303,2.83
32314,78,3.12
32316,96,3.64
32318,8,3.00
32325,40,3.01
32329,29,2.55
32333,15,3.50
32335,21,3.00
32342,22,2.89
32345,23,3.24
32347,30,2.97
32349,96,3.59
32352,80,3.49
32354,19,3.00
32357,5,2.90
32361,18,3.25
32369,124,3.55
32371,159,3.50
32375,33,3.29
32381,70,3.36
32383,99,3.02
32385,50,2.47
32387,234,3.87
32389,18,3.17
32392,82,3.10
32395,52,3.11
32415,24,3.00
32419,16,3.66
32421,2,2.25
32433,3,3.00
32440,17,2.94
32442,72,3.01
32444,37,3.54
32452,109,3.54
32456,409,3.58
32460,651,4.01
32464,46,3.54
32469,238,3.73
32471,6,3.08
32478,4,3.38
32483,31,3.44
32485,20,2.48
32493,67,3.60
32497,27,3.80
32501,31,3.18
32509,42,3.70
32511,55,3.65
32515,20,3.27
32518,29,3.16
32520,13,3.54
32525,163,3.93
32535,5,2.20
32551,19,3.45
32554,384,3.88
32560,18,3.06
32562,163,3.76
32567,10,2.60
32582,287,3.77
32584,179,3.31
32587,21840,3.80
32589,254,2.75
32591,163,3.40
32593,35,3.46
32596,1851,3.05
32598,1214,3.20
32600,77,3.01
32602,36,2.68
32605,18,2.69
32617,44,2.59
32620,24,3.08
32625,30,2.57
32627,114,1.81
32632,88,3.40
32646,44,3.55
32649,75,3.91
32653,19,3.58
32655,9,3.28
32657,292,3.99
32659,56,3.05
32666,73,2.01
32668,69,3.02
32674,32,3.16
32677,21,3.21
32686,35,3.19
32689,12,3.29
32691,1,3.00
32705,13,3.81
32707,39,3.79
32716,9,2.00
32719,15,3.80
32721,139,3.42
32724,3,3.17
32728,126,3.43
32735,46,3.40
32737,26,2.83
32741,24,3.25
32743,125,3.03
32770,168,3.63
32777,11,3.36
32779,4,2.88
32781,52,3.27
32783,13,2.73
32788,23,3.65
32792,146,3.81
32797,13,3.54
32799,20,3.58
32811,25,3.66
32825,213,3.76
32830,38,2.97
32834,57,3.37
32836,10,3.65
32840,583,3.89
32844,52,3.79
32851,13,3.19
32853,143,4.03
32860,6,2.58
32862,65,3.22
32864,22,3.11
32866,14,3.57
32875,68,3.57
32882,71,3.22
32890,7,3.64
32892,460,3.95
32898,610,3.72
32902,31,3.44
32906,54,3.88
32914,163,2.84
32917,24,3.21
32923,14,1.79
32925,9,1.50
32928,32,3.08
32930,1,3.00
32935,6,1.75
32941,13,3.42
32943,171,3.79
32952,9,3.50
32954,18,3.56
32957,16,3.56
32959,5,3.50
32966,25,3.34
32968,5,4.00
32972,6,3.25
32974,20,3.75
32979,50,3.07
32988,69,3.38
32994,2,3.75
32999,14,3.21
33001,7,2.93
33004,9074,3.43
33008,30,3.63
33019,71,3.89
33021,32,3.53
33027,8,3.44
33036,235,3.22
33049,6,2.67
33051,9,3.33
33072,290,3.69
33081,56,3.69
33085,1209,2.93
33090,11,3.14
33092,2,4.25
33098,20,3.10
33102,7,3.07
33110,31,3.42
33113,46,3.57
33117,11,3.55
33119,47,3.82
33124,151,3.67
33126,110,3.39
33129,6,3.33
33132,12,2.21
33134,49,3.48
33136,115,3.29
33138,424,3.49
33140,5,2.80
33142,3,2.17
33145,770,3.41
33148,34,2.24
33150,26,3.15
33152,15,2.90
33154,1536,3.93
33158,1092,2.35
33160,6,2.00
33162,3854,3.46
33164,1183,2.39
33166,11587,3.80
33168,53,2.07
33171,1304,3.81
33188,69,3.07
33191,24,3.12
33193,38,2.91
33201,12,3.50
33226,6,3.42
33229,1,3.50
33235,10,3.30
33237,68,3.50
33245,33,3.45
33247,20,3.55
33251,23,3.74
33253,7,3.36
33255,31,3.10
33261,23,3.43
33264,75,3.85
33267,11,3.73
33270,103,3.77
33288,208,3.83
33292,10,3.60
33294,118,3.39
33296,47,2.83
33310,13,3.62
33312,273,3.80
33316,24,3.56
33318,16,3.72
33321,42,3.10
33328,11,3.18
33330,17,3.06
33340,43,3.77
33342,16,3.59
33358,166,3.69
33363,16,3.41
33376,9,2.06
33380,14,3.00
33389,9,3.89
33393,10,3.75
33397,8,3.19
33401,23,3.57
33410,69,3.42
33415,19,3.50
33421,184,3.32
33424,23,3.26
33426,6,3.75
33435,37,3.81
33437,1648,3.49
33443,23,3.57
33445,11,3.55
33451,160,3.78
33454,115,3.60
33463,149,3.38
33480,20,3.23
33487,117,3.53
33493,17828,3.41
33495,553,2.62
33499,940,2.76
33507,12,3.08
33524,13,3.62
33533,18,3.06
33539,135,3.49
33555,11,2.32
33558,122,3.63
33564,221,3.83
33567,25,3.54
33573,1,4.00
33579,2,3.50
33581,3,1.67
33585,359,2.86
33587,80,3.28
33592,118,3.58
33603,101,3.74
33608,4,3.62
33610,10,3.25
33615,6075,3.37
33621,125,3.49
33624,10,3.25
33629,57,2.87
33639,618,3.87
33641,13,3.04
33644,156,2.32
33646,2067,3.09
33649,334,3.75
33655,19,2.32
33660,5750,3.85
33669,1326,3.34
33672,702,3.49
33675,101,3.40
33677,226,3.42
33679,11776,3.24
33681,422,1.94
33683,712,3.34
33685,67,2.00
33688,52,3.36
33709,43,3.71
33722,176,3.54
33725,306,3.52
33737,17,2.82
33743,29,3.10
33750,120,3.69
33755,23,3.26
33760,50,3.40
33762,10,3.05
33767,10,3.20
33779,523,3.97
33781,109,3.35
33790,8,3.12
33794,29051,3.94
33799,20,3.55
33801,36,2.99
33808,38,3.55
33815,314,2.95
33817,421,3.39
33819,152,3.46
33821,21,2.98
33823,48,2.51
33826,204,3.59
33830,733,2.49
33832,64,3.19
33834,1500,3.20
33836,1938,2.55
33838,184,3.56
33844,18,3.69
33847,33,3.26
33852,4,2.38
33861,67,3.28
33863,7,3.43
33880,1397,3.77
33893,215,3.66
33896,526,3.52
33898,29,3.07
33901,26,2.62
33903,1133,3.82
33905,60,3.44
33912,59,3.41
33914,13,3.42
33917,6,3.42
33919,6,2.17
33921,5,1.80
33928,15,3.33
33930,41,2.65
33933,32,3.45
33940,2,3.00
33945,14,3.21
33956,9,3.17
33958,5,3.10
33966,125,2.00
33970,7,3.00
33972,14,2.96
33974,5,3.20
33988,29,3.17
33994,3,3.00
33998,29,2.95
34002,91,3.37
34004,16,2.94
34008,13,3.65
34016,19,3.68
34018,100,3.38
34026,17,3.44
34032,36,3.62
34039,13,3.81
34045,66,3.27
34048,9927,3.13
34051,51,3.35
34057,30,2.72
34063,70,3.51
34065,63,3.05
34072,3676,3.68
34076,7,3.00
34099,10,3.05
34111,66,3.41
34115,5,3.20
34129,104,2.35
34135,13,3.58
34138,7,3.57
34143,833,2.76
34148,334,3.64
34150,6168,2.76
34153,1045,3.79
34155,176,3.70
34158,10,3.00
34162,10417,3.46
34164,284,3.37
34170,47,2.11
34177,68,2.82
34185,11,3.14
34189,23,2.80
34193,20,3.33
34198,329,3.57
34206,9,2.89
34214,14,3.57
34216,4,2.62
34224,5,3.00
34226,8,3.75
34229,22,3.50
34231,25,3.88
34234,3,2.67
34238,30,3.68
34240,5,2.70
34246,46,3.78
34271,943,3.60
34292,192,2.95
34299,15,3.53
34306,21,2.90
34312,13,2.35
34314,51,3.29
34319,6913,3.41
34321,543,2.83
34323,1083,3.32
34326,289,3.01
34330,66,2.87
34332,1378,3.19
34334,869,2.51
34336,1032,3.00
34338,1444,3.29
34353,27,3.02
34359,136,3.46
34364,6,3.50
34369,10,3.20
34371,4,3.50
34373,15,3.03
34375,67,3.40
34378,21,2.71
34386,34,3.15
34397,31,1.74
34405,11563,3.99
34411,51,3.58
34416,10,3.35
34426,4,3.25
34435,141,3.71
34437,3833,3.61
34450,22,3.39
34464,15,3.73
34466,33,3.39
34469,70,3.59
34473,12,3.62
34482,145,3.83
34488,23,3.43
34499,69,3.21
34505,25,3.16
34511,17,2.12
34517,6,2.58
34520,1212,2.49
34523,427,3.46
34526,22,2.77
34528,803,3.66
34530,826,2.14
34532,1681,3.32
34534,1400,3.35
34536,376,3.46
34538,56,2.93
34540,193,3.21
34542,2043,3.83
34548,29,3.78
34552,307,3.68
34579,60,3.07
34583,74,3.32
34608,29,3.26
34624,32,3.41
34643,48,2.28
34645,71,3.08
34648,51,2.94
34659,13,2.85
34666,39,3.24
34696,46,3.38
34729,57,3.28
34767,105,2.82
34800,38,2.26
34811,163,3.66
35008,1,3.00
35015,140,3.54
35050,6,2.58
35082,25,3.36
35331,3,2.67
35347,305,3.52
35386,19,3.84
35618,11,2.91
35629,13,3.38
35636,58,3.02
35640,4,3.00
35681,6,3.33
35721,13,2.85
35738,16,3.25
35807,9,3.06
35826,7,2.57
35828,21,3.29
35836,14064,3.47
35843,10,2.65
35853,7,2.86
35906,19,2.18
35957,1695,3.14
36046,5,3.30
36056,61,3.49
36083,48,3.19
36086,135,3.79
36152,28,3.09
36247,13,2.69
36264,10,3.80
36276,1154,3.67
36286,4,3.38
36289,279,2.99
36312,5,3.20
36326,22,3.61
36363,550,3.98
36373,15,3.87
36392,23,2.07
36397,334,2.72
36401,2916,2.93
36405,5,3.30
36426,2,2.50
36436,19,3.39
36462,21,3.14
36477,137,3.26
36509,484,2.62
36511,31,2.39
36513,123,3.11
36517,4401,3.71
36519,2568,3.17
36523,58,3.01
36525,1787,3.48
36527,1103,3.44
36529,9029,3.78
36531,114,2.07
36533,266,2.87
36535,1791,3.77
36537,668,3.43
36539,53,3.32
36541,24,2.48
36545,17,2.59
36553,34,3.06
36576,3,2.50
36630,16,3.44
36683,17,2.91
36708,1838,3.59
36711,9,3.56
36752,21,2.52
36799,21,3.38
36804,3,3.17
36816,4,3.38
36850,156,3.52
36883,30,3.52
36902,6,3.17
36931,128,3.38
37058,4,3.50
37113,7,3.07
37211,78,3.31
37240,842,3.95
37257,25,3.34
37269,15,3.20
37277,34,2.85
37287,44,3.53
37335,49,3.47
37375,22,3.61
37380,1712,2.45
37382,1194,3.03
37384,1167,3.36
37386,3322,2.92
37444,4,2.12
37462,24,3.35
37475,496,3.60
37477,275,2.81
37495,180,3.92
37545,156,3.59
37626,53,3.30
37653,25,2.88
37663,1,1.00
37683,9,2.17
37689,9,3.00
37720,1521,3.20
37727,2437,3.10
37729,6956,3.56
37731,1675,3.73
37733,5082,3.63
37736,471,3.42
37739,485,3.67
37741,4251,3.71
37744,15,3.13
37785,59,3.29
37824,7,3.14
37830,1716,3.41
37837,22,3.30
37844,75,2.89
37846,26,2.25
37853,667,2.94
37855,247,3.64
37857,1183,3.65
37949,3,3.83
37955,141,3.53
37957,29,3.12
37960,6,2.67
37967,7,3.14
37976,28,3.66
37982,11,2.32
38001,5,3.10
38004,12,3.08
38036,24,3.58
38038,5711,3.72
38046,53,3.20
38061,7006,3.85
38086,38,3.17
38095,374,3.82
38097,177,3.28
38159,319,3.99
38164,29,3.69
38188,174,3.27
38198,101,3.59
38294,214,3.01
38304,836,3.94
38320,97,3.59
38376,17,3.74
38384,83,3.69
38388,327,3.32
38435,8,2.75
38473,11,3.59
38499,592,3.85
38538,166,3.67
38583,76,2.87
38600,278,3.32
38656,51,2.94
38688,7,2.93
38701,119,3.24
38713,13,2.81
38798,1543,3.31
38824,99,3.70
38839,13,2.88
38843,47,3.33
38849,30,2.73
38867,30,2.95
38881,48,3.45
38884,4,3.25
38886,2375,3.69
38992,438,3.00
38994,88,3.38
39048,8,2.94
39052,504,3.19
39075,11,3.32
39183,7795,3.61
39191,5,3.00
39231,1461,3.13
39234,698,3.57
39244,21,3.71
39292,4421,3.79
39305,11,3.27
39307,252,3.53
39364,6,2.58
39369,53,3.59
39381,1288,3.76
39390,22,2.66
39394,30,3.28
39398,147,3.13
39400,479,2.11
39402,35,3.01
39408,74,2.09
39410,28,2.77
39412,6,2.83
39414,898,3.29
39416,28,3.18
39419,308,3.27
39421,84,2.52
39425,8,3.69
39427,876,3.49
39429,5,2.20
39435,1669,3.08
39439,6,1.83
39441,72,3.58
39444,1633,3.19
39446,3846,2.97
39449,644,3.15
39474,20,3.55
39481,37,3.36
39516,22,3.45
39524,11,3.23
39529,49,3.30
39615,7,3.14
39625,8,2.56
39659,70,3.36
39703,78,3.46
39715,1457,2.53
39731,22,3.36
39740,8,2.56
39768,125,3.82
39777,40,3.19
39779,51,3.10
39786,18,3.33
39796,45,3.03
39801,19,2.97
39818,26,3.52
39824,10,3.00
39857,9,3.22
39869,516,3.69
39876,3,3.67
39886,189,3.55
39896,38,3.07
39931,25,3.06
39934,39,3.54
39941,30,3.42
40010,99,3.36
40015,13,3.62
40033,61,3.68
40111,11,2.27
40148,826,3.42
40226,53,3.52
40275,4,3.38
40278,3952,3.46
40291,1,3.00
40337,76,3.62
40339,1692,2.80
40342,76,2.89
40404,3,4.33
40412,550,3.80
40414,541,3.78
40422,14,2.46
40425,22,2.98
40436,12,3.29
40457,22,2.84
40465,5,2.90
40467,20,2.88
40478,21,2.36
40491,158,3.64
40494,28,3.46
40559,11,3.00
40574,198,2.86
40578,17,3.88
40581,1049,3.10
40583,3679,3.55
40586,127,3.45
40589,18,3.78
40591,66,3.64
40597,23,2.76
40614,827,3.21
40617,154,2.73
40629,5754,3.84
40679,7,3.07
40681,55,2.57
40697,173,3.88
40699,3,2.50
40723,679,3.04
40732,2674,3.48
40738,24,3.65
40752,45,3.16
40755,30,3.52
40815,16962,3.75
40817,70,2.93
40819,8984,3.79
40826,1089,3.43
40828,33,3.58
40831,9,3.06
40833,30,3.28
40851,1078,3.04
40870,733,3.88
40887,119,3.10
40898,9,3.89
40946,487,3.29
40952,140,2.93
40955,371,3.56
40959,594,3.11
40962,422,2.96
40964,24,2.12
40966,553,3.04
40969,16,3.09
40973,104,3.25
40988,118,3.36
41014,193,3.40
41025,149,3.32
41058,21,3.19
41094,24,3.33
41104,15,2.60
41126,9,3.33
41130,12,2.96
41136,130,3.53
41212,10,3.00
41226,128,3.75
41285,4698,3.73
41336,55,3.75
41353,10,2.60
41402,8,3.19
41411,113,2.96
41425,59,3.07
41434,11,3.59
41499,13,3.42
41518,5,3.50
41523,3,3.17
41527,444,3.75
41564,13,2.04
41566,11640,3.42
41569,8206,3.24
41571,2750,3.61
41573,1240,3.24
41575,93,2.91
41585,108,3.42
41596,2,3.00
41602,4,4.00
41617,205,2.82
41627,159,4.00
41644,22,2.89
41650,18,3.81
41688,26,3.69
41691,16,3.75
41699,60,3.61
41704,15,2.47
41706,5,3.50
41712,67,3.78
41714,25,3.50
41716,1264,3.42
41721,98,3.59
41724,211,3.39
41736,30,2.67
41753,43,3.05
41762,7,3.07
41767,7,2.71
41769,141,3.47
41792,12,3.17
41810,15,3.40
41812,13,3.04
41815,40,3.59
41820,9,3.00
41822,10,2.80
41824,16,3.31
41828,78,3.72
41831,78,3.30
41863,885,3.67
41880,10,3.30
41889,19,3.87
41912,53,3.43
41914,6,3.25
41941,101,3.51
41974,11,2.55
41980,17,3.24
41997,6137,3.72
42002,989,3.18
42004,1243,3.67
42007,891,2.85
42009,700,2.60
42011,2073,2.96
42013,439,2.75
42015,748,3.26
42018,498,3.51
42021,108,3.11
42053,68,2.06
42094,307,3.86
42150,12,3.25
42152,21,3.60
42163,208,3.87
42172,47,2.35
42176,14,3.61
42189,2,3.25
42191,183,3.67
42197,577,3.61
42208,32,2.89
42213,61,3.50
42217,252,3.95
42285,71,2.30
42312,28,3.11
42335,2,3.50
42341,19,3.42
42351,176,3.88
42385,79,3.01
42393,19,3.55
42407,2,0.75
42413,6,2.00
42418,1098,3.39
42422,250,3.64
42491,1,3.00
42518,67,3.51
42543,15,3.00
42546,33,3.27
42548,22,3.64
42550,5,2.70
42553,6,2.92
42556,77,3.41
42559,22,3.66
42562,2,3.00
42584,24,3.75
42591,8,3.81
42602,25,3.34
42629,14,3.07
42632,1460,3.81
42634,76,3.31
42636,5,1.90
42638,10,2.95
42659,7,2.14
42661,4,3.25
42677,17,3.62
42679,6,2.92
42681,62,3.35
42698,10,3.75
42705,4,3.75
42710,58,2.78
42718,1420,3.60
42721,480,1.71
42723,2325,2.70
42725,1352,3.58
42728,594,3.40
42730,557,3.58
42732,480,3.35
42734,1250,3.10
42736,21,2.60
42738,3528,3.34
42740,99,2.50
42761,40,2.70
42763,8,2.88
42783,63,3.93
42794,35,3.27
42856,12,3.00
42886,5,3.30
42900,183,3.65
42935,29,3.52
42938,36,3.53
42943,17,2.79
42946,156,3.61
42952,8,3.75
42956,9,3.22
42958,220,3.53
42973,13,3.00
42984,15,3.43
42987,36,3.71
43007,22,3.45
43009,56,3.14
43011,31,2.90
43014,30,2.90
43022,79,2.26
43039,8,2.81
43081,9,2.83
43177,51,3.73
43244,10,3.55
43248,6,1.50
43260,14,2.36
43267,29,3.62
43269,15,3.40
43289,26,3.00
43292,14,3.32
43333,370,3.82
43351,19,3.55
43376,772,3.87
43383,7,3.50
43389,44,2.69
43391,96,2.59
43396,1672,3.82
43415,76,3.32
43419,401,2.78
43444,68,3.59
43460,508,3.43
43482,37,3.35
43497,92,3.84
43518,16,3.84
43528,7,3.00
43538,2,1.75
43549,43,2.94
43552,47,3.12
43556,271,3.01
43558,591,2.25
43560,1322,3.24
43567,5,3.80
43571,9,3.56
43589,55,3.11
43608,28,3.30
43624,5,3.80
43626,8,2.69
43628,7,2.86
43631,2,3.25
43633,5,3.60
43635,90,3.23
43652,256,3.67
43675,5,3.20
43677,153,3.46
43679,1474,2.77
43682,6,3.00
43684,205,3.40
43692,3,1.50
43699,58,3.58
43708,377,3.45
43710,21,3.55
43727,8,2.75
43732,2,2.75
43744,379,3.47
43762,28,3.45
43801,20,3.58
43803,8,3.12
43813,8,3.50
43822,8,3.19
43828,16,3.56
43832,176,3.51
43836,1326,2.70
43838,72,2.67
43853,75,3.35
43869,323,2.98
43871,1019,2.90
43883,36,3.33
43892,8,3.44
43897,102,3.73
43899,82,3.73
43904,378,2.44
43906,67,2.48
43908,172,3.07
43910,132,3.52
43912,204,2.49
43914,185,3.32
43917,652,3.38
43919,951,1.62
43921,793,3.50
43923,99,2.77
43926,68,1.93
